annotation,bodyValue,facsimileTargets,imageTargets
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_4,"Volti, profili: occhi, bocche, nasi, fronti pietrificati nello spazio, nel momento infinitesimo di quel sentimento per cui furon vivi.  Maschere di un’umanità oggettivata, racchiuse, recinte, prigioniere dentro le sbarre materiali dei nimbi di bronzo, di acciaio","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=135,1063,920,36 |  | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=133,987,1446,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=131,1137,1450,47 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=1055,1065,488,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=847,1021,186,34"," | https://fotothek.biblhertz.it/iiif/3/bh025013/Canvas/recto#xywh=280,152,70,48"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_5,"Solo il colore, là dentro, è il ricordo di una vita, di un sangue rappreso, mineralizzato, che preferì l’eternità del tempo, alla dolcezza dell’ora, del giorno.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=125,1287,1006,45 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=133,1211,1454,45",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek10/anno_0,"La figura di san- to di Piero della Francesca, riscoperta in una chiesa di Sansepolcro","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,1215,1450,44 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=211,1139,1458,47 | "," | https://wd-image-positions.toolforge.org/iiif/Q3947516/P18/canvas/c0.json#xywh=203,37,798,1356"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek10/anno_1,"s’impone, forse, eccessiva- mente, per qualcosa di troppo nella doratura di classico, ""di antico"",  che sta forse nel gesto, nel modo di porsi","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=675,1249,580,34 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=217,1293,1016,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,1215,1450,44",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek11/anno_0,"Le due persone dell’annun- ciazione di Botticelli si muovono in una fredda luce verde d'acquario, il cui fondo è di marmi eleganti, tagliati in forme geometriche di geometria.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=217,1369,1444,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=345,1447,326,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=540,1413,193,34 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=211,1449,134,32 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=1233,1292,428,43 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=239,1411,301,34",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek12/anno_0,"il Maestro del Chiostro degli aranci, della Badia fiorentina, proveremo di infilare mettere qualche parola.  Sono dodici storie della vita di San Benedetto: qui ne sono venute dieci, di qualità altissima.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=155,605,1428,53 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=996,1447,661,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=159,529,1396,43 |  | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=151,684,1420,43 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=211,1595,1466,45 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=863,1523,266,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=719,1487,138,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,1522,656,39"," | https://wd-image-positions.toolforge.org/iiif/Q133284679/P18/canvas/c0.json#xywh=428,681,3177,1995"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek12/anno_1,"S’incontra, al solito, col demonio","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=151,684,1420,43",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek12/anno_2,"Ripesca falci nel corso del fiume. E quando è ora di  refettorio, <???> manda un grazioso corvo <???> a beccare un pane avvelenato, che gli avevano offerto preparato i fratelli.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=151,684,1420,43 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=605,723,120,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=643,793,272,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=143,835,648,38 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=1040,714,116,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=695,759,449,37 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=153,762,542,35 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=1443,727,106,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=1144,761,419,34",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek12/anno_3,"la materia pittorica; una sostanza dura, che si lascia scavare da un ferro <???>, taglientissimo tanto da lasciare i margini vivi della forma scavata. Una densa luce verde:","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=139,1134,1460,42 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=141,1060,1454,46",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek12/anno_4,"verde come l’olio d’o- liva, cola su tali forme, senza inzupparle. Le fa sudare, come lo scirocco.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=153,1214,1412,41 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p9#xywh=139,1134,1460,42",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek2/anno_0,"un frammento: una mezza figura di santo. Già ritenuto un tempo cosa di Maso medesimo, ","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=1205,1443,372,44 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=1151,1394,76,35 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=127,1441,1078,38",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek2/anno_1,"la forma respirante appena, con un colore sensibile, dolcemente scorrevole.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=131,1819,1446,41",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_0,"Nell’arco: nel fregio dell'arco <???> soprastante l’Incoronazione, sono <???> quelle teste di angeli:  una è di fanciulla,  lo sguardo lievemente solleva- to verso l’alto, la tenera bocca socchiusa","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=783,690,187,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=199,754,1444,51 |  | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=945,648,25,31 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=970,688,683,39 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=195,685,588,42 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=611,648,222,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=594,609,1055,36"," | https://fotothek.biblhertz.it/iiif/3/bh025008/Canvas/recto#xywh=25,45,276,342"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_1,i capelli morbidi che fuggono sul collo," | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=199,754,1444,51","https://fotothek.biblhertz.it/iiif/3/bh025008/Canvas/recto#xywh=163,199,122,118 | "
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek3/anno_2,"Dolce, come un madonna-ragazza di <???> Giottino.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=199,754,1444,51 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=207,829,1430,52",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_0,un altro frammento: Cristo,"https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=201,906,1458,51",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_1,"coronato di spine,","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=201,906,1458,51",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek4/anno_2,"gli oc- chi cuciti, di nelle  ciglia sottili come le spine  i fini capelli confusi alla barba sottile","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=375,949,52,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=410,981,1251,48 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=191,984,219,44 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=201,906,1458,51",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_0,"È un gruppo, qui, di profeti, staccati dai muri di S. Maria Novella.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=205,1361,1454,56 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=147,601,1392,42 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=207,1437,1444,62",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_1,"finestrelle di un loggione, di un ultimo piano sotto il tetto,","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=131,675,1430,46 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=147,601,1392,42 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=213,1600,913,39",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_2,"dai cui si gode lo spettacolo bellissimo dell’e- sistenza umana, ognuno col proprio impetuoso pensiero, rivolgendo silenziose, profonde oc- chiate alla platea, dove hanno goduto dei frutti più intensi","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=123,758,1460,41 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=125,833,1216,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=213,1600,913,39 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=199,1665,1432,52 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=131,675,1430,46 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=995,1559,168,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p6#xywh=1126,1597,515,40",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_3,"il giovane, pieno il viso pieno, incorniciato da capelli scuri, con la peluria nuova che gli affiora, dolce come la vita, sulle labbra e sulla fossetta del mento. L’altro: dallo sguardo in tralice, incorniciato dal appoggiato al  suo cartiglio sibillino. Con occhi bianchi, vigorosi, di giovane vitello.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=123,1058,1424,45 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=135,909,1424,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=137,983,1007,38 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=125,833,1216,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=1215,801,188,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=1144,984,405,35 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=1341,837,228,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=911,949,250,34",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek5/anno_4,"Troppo forti, tutti, per stare imprigionati, dentro la grata, il disegno geometrico in cui il pittore li ha confinati","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=125,1135,1250,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=123,1058,1424,45",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_0,"il patetico Giottino, della “scena” del suo affresco: il tabernacolo già nel muro all’angolo fra via del Leone e via Santa Maria","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=559,1287,1022,40 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=215,611,1426,38 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,532,1436,38 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=136,1358,1429,50",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_1,"in questo brano di muro dipinto, ostenta la meraviglia di una cultura, insolita per Firenze, votata al gu- sto, all’estetica da una civiltà “cortese” e francesizzante, squisita, rarissima. La Madonna è un il prelibato campione di una tale civiltà mista: figlia orgogliosa <???> di un sangue aristo- critico, gentile,","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=129,1965,1452,46 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=129,2043,1456,48 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=129,1825,142,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=123,1889,1454,48 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=271,1817,1310,42 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=227,1785,110,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=215,611,1426,38",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_2,"La scena, così descritta, vive come sul tessuto colorato di antico arazzo, venuto dalle fabbriche della Loira.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,687,573,34 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=780,686,219,33 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=129,2043,1456,48 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=585,643,312,39 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=215,611,1426,38",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek6/anno_3,esibendo puntigliosa il grosso bambino,"https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=129,2043,1456,48",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek7/anno_0,"Pietà di S. Remi- gio agli Uffizi,","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=1050,1667,537,46 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p7#xywh=149,1743,1442,46",
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek8/anno_0,"Di Paolo Uccello, sono qui le quattro grandi scene dal Chio- stro Verde.","https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=221,834,1436,44 |  | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=207,913,1450,36"," | https://wd-image-positions.toolforge.org/iiif/Q15965567/P18/canvas/c0.json#xywh=106,53,7809,6378"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek9/anno_0,Filippo Lippi è rappresentato dal frammentario affresco della Conferma della regola.,"https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=1114,1068,537,35 |  | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p8#xywh=211,1139,1458,47"," | https://wd-image-positions.toolforge.org/iiif/Q3686606/P18/canvas/c0.json#xywh=12,35,484,309"
